animal_id_outcome,outcome_type
A708844,Relocate
A708845,Return to Owner
A708846,Return to Owner
A708847,Transfer
A708848,Died
A708849,Adoption
A708850,Relocate
A708853,Died
A708854,Adoption
A708855,Return to Owner
A708855,Missing
A708855,Missing
A708856,Adoption
A708856,Adoption
A708858,Transfer
A708859,Return to Owner
A708860,Transfer
A708861,Transfer
A708862,Euthanasia
A708863,Euthanasia
A708864,Transfer
A708865,Adoption
A708866,Missing
A708868,Relocate
A708869,Adoption
A708870,Adoption
A708871,Adoption
A708872,Return to Owner
A708872,Return to Owner
A708873,Adoption
A708874,Adoption
A708875,Died
A708876,Adoption
A708877,Adoption
A708878,Adoption
A708879,Adoption
A708881,Transfer
A708882,Missing
A708883,Transfer
A708884,Relocate
A708885,Transfer
A708886,Transfer
A708888,Disposal
A708890,Adoption
A708891,Adoption
A708892,Transfer
A708893,Transfer
A708893,Died
A708894,Adoption
A708894,Died
A708894,Adoption
A708895,Adoption
A708896,Missing
A708897,Adoption
A708898,Adoption
A708899,Adoption
A708900,Missing
A708901,Transfer
A708902,Transfer
A708903,Adoption
A708904,Transfer
A708904,Adoption
A708905,Adoption
A708906,Rto-Adopt
A708907,Died
A708908,Adoption
A708909,Adoption
A708910,Disposal
A708911,Died
A708912,Died
A708913,Adoption
A708917,Adoption
A708917,Missing
A708917,Adoption
A708918,Transfer
A708919,Transfer
A708920,Transfer
A708921,Adoption
A708922,Euthanasia
A708924,Adoption
A708925,Rto-Adopt
A708926,Adoption
A708930,Missing
A708933,Euthanasia
A708938,Euthanasia
A708953,Transfer
A708954,Transfer
A708955,Adoption
A708956,Transfer
A708957,Transfer
A708958,Missing
A708959,Transfer
A708960,Adoption
A708961,Rto-Adopt
A708963,Adoption
A708964,Missing
A708966,Adoption
A708967,Rto-Adopt
A708968,Return to Owner
A708969,Adoption
A708970,Adoption
A708971,Relocate
A708972,Transfer
A708973,Transfer
A708974,Died
A708975,Transfer
A708976,Transfer
A708977,Transfer
A708978,Transfer
A708979,Adoption
A708979,Adoption
A708980,Adoption
A708981,Adoption
A708982,Adoption
A708983,Missing
A708984,Adoption
A708985,Transfer
A708986,Transfer
A708987,Adoption
A708988,Adoption
A708989,Transfer
A708990,Adoption
A708991,Transfer
A708996,Adoption
A708996,Missing
A708998,Adoption
A708999,Adoption
A709006,Transfer
A709007,Euthanasia
A709009,Return to Owner
A709009,Return to Owner
A709010,Euthanasia
A709011,Died
A709013,Transfer
A709014,Transfer
A709018,Missing
A709019,Adoption
A709020,Adoption
A709032,Died
A709034,Return to Owner
A709035,Adoption
A709036,Adoption
A709040,Adoption
A709040,Adoption
A709041,Died
A709042,Relocate
A709043,Adoption
A709044,Return to Owner
A709045,Rto-Adopt
A709046,Transfer
A709047,Died
A709048,Adoption
A709050,Return to Owner
A709052,Adoption
A709053,Euthanasia
A709055,Relocate
A709056,Return to Owner
A709058,Adoption
A709059,Relocate
A709061,Adoption
A709061,Relocate
A709062,Adoption
A709064,Adoption
A709065,Adoption
A709066,Relocate
A709067,Return to Owner
A709069,Adoption
A709070,Adoption
A709071,Return to Owner
A709072,Missing
A709073,Adoption
A709074,Died
A709075,Euthanasia
A709076,Euthanasia
A709077,Transfer
A709078,Died
A709079,Died
A709081,Adoption
A709082,Transfer
A709083,Adoption
A709084,Died
A709085,Missing
A709086,Rto-Adopt
A709087,Adoption
A709088,Adoption
A709089,Adoption
A709091,Return to Owner
A709092,Adoption
A709095,Adoption
A709096,Adoption
A709097,Adoption
A709098,Adoption
A709099,Missing
A709100,Adoption
A709104,Transfer
A709109,Transfer
A709110,Adoption
A709111,Adoption
A709112,Adoption
A709114,Return to Owner
A709114,Return to Owner
A709115,Relocate
A709120,Transfer
A709126,Transfer
A709126,Return to Owner
A709127,Adoption
A709131,Transfer
A709133,Transfer
A709134,Adoption
A709135,Adoption
A709136,Transfer
A709137,Adoption
A709138,Died
A709140,Transfer
A709141,Adoption
A709142,Adoption
A709143,Missing
A709144,Adoption
A709145,Died
A709146,Adoption
A709147,Transfer
A709148,Transfer
A709149,Adoption
A709160,Adoption
A709161,Relocate
A709162,Transfer
A709163,Transfer
A709165,Transfer
A709166,Transfer
A709167,Transfer
A709168,Transfer
A709171,Euthanasia
A709172,Died
A709178,Return to Owner
A709179,Adoption
A709181,Missing
A709183,Rto-Adopt
A709184,Euthanasia
A709186,Adoption
A709187,Return to Owner
A709188,Adoption
A709189,Adoption
A709190,Transfer
A709191,Adoption
A709193,Relocate
A709194,Transfer
A709195,Transfer
A709196,Transfer
A709197,Relocate
A709198,Rto-Adopt
A709199,Adoption
A709200,Adoption
A709201,Adoption
A709204,Return to Owner
A709205,Died
A709207,Missing
A709211,Return to Owner
A709212,Adoption
A709212,Return to Owner
A709213,Return to Owner
A709214,Return to Owner
A709215,Euthanasia
A709216,Return to Owner
A709217,Euthanasia
A709218,Transfer
A709219,Died
A709220,Adoption
A709221,Died
A709222,Died
A709223,Relocate
A709224,Relocate
A709225,Return to Owner
A709227,Return to Owner
A709228,Adoption
A709231,Adoption
A709231,Return to Owner
A709232,Died
A709233,Rto-Adopt
A709233,Transfer
A709234,Adoption
A709236,Euthanasia
A709237,Transfer
A709238,Died
A709240,Adoption
A709241,Adoption
A709242,Transfer
A709243,Transfer
A709244,Transfer
A709245,Died
A709246,Adoption
A709247,Transfer
A709248,Transfer
A709249,Transfer
A709250,Died
A709251,Transfer
A709252,Missing
A709253,Transfer
A709255,Adoption
A709257,Euthanasia
A709258,Missing
A709259,Adoption
A709260,Adoption
A709261,Adoption
A709262,Relocate
A709263,Adoption
A709273,Transfer
A709274,Return to Owner
A709275,Transfer
A709276,Rto-Adopt
A709277,Adoption
A709278,Adoption
A709279,Rto-Adopt
A709280,Missing
A709281,Missing
A709282,Adoption
A709283,Relocate
A709285,Euthanasia
A709288,Transfer
A709289,Missing
A709290,Died
A709294,Return to Owner
A709295,Return to Owner
A709296,Return to Owner
A709297,Adoption
A709297,Adoption
A709297,Adoption
A709298,Transfer
A709299,Missing
A709300,Died
A709301,Transfer
A709302,Transfer
A709303,Rto-Adopt
A709304,Adoption
A709305,Transfer
A709306,Adoption
A709307,Transfer
A709308,Return to Owner
A709309,Adoption
A709310,Died
A709311,Adoption
A709312,Adoption
A709313,Missing
A709314,Transfer
A709315,Missing
A709316,Transfer
A709317,Transfer
A709318,Transfer
A709319,Adoption
A709328,Transfer
A709330,Rto-Adopt
A709333,Euthanasia
A709334,Adoption
A709334,Adoption
A709334,Rto-Adopt
A709335,Adoption
A709336,Rto-Adopt
A709338,Died
A709339,Euthanasia
A709340,Relocate
A709341,Return to Owner
A709342,Euthanasia
A709342,Return to Owner
A709342,Return to Owner
A709344,Died
A709344,Adoption
A709345,Transfer
A709350,Transfer
A709351,Transfer
A709352,Died
A709353,Euthanasia
A709353,Relocate
A709355,Adoption
A709356,Return to Owner
A709357,Transfer
A709358,Transfer
A709360,Disposal
A709363,Relocate
A709364,Adoption
A709365,Adoption
A709370,Relocate
A709371,Transfer
A709372,Rto-Adopt
A709373,Euthanasia
A709374,Adoption
A709375,Transfer
A709376,Return to Owner
A709377,Adoption
A709379,Euthanasia
A709380,Return to Owner
A709380,Return to Owner
A709381,Return to Owner
A709382,Transfer
A709383,Transfer
A709384,Relocate
A709385,Adoption
A709386,Rto-Adopt
A709387,Adoption
A709388,Adoption
A709390,Transfer
A709390,Adoption
A709390,Return to Owner
A709390,Return to Owner
A709390,Return to Owner
A709391,Transfer
A709392,Adoption
A709393,Relocate
A709394,Adoption
A709396,Adoption
A709397,Transfer
A709400,Adoption
A709402,Return to Owner
A709403,Transfer
A709404,Transfer
A709406,Transfer
A709407,Rto-Adopt
A709407,Adoption
A709407,Adoption
A709407,Adoption
A709409,Euthanasia
A709412,Adoption
A709413,Adoption
A709414,Died
A709415,Adoption
A709416,Missing
A709419,Adoption
A709422,Died
A709427,Return to Owner
A709432,Transfer
A709433,Rto-Adopt
A709434,Transfer
A709437,Return to Owner
A709441,Adoption
A709442,Transfer
A709443,Adoption
A709444,Died
A709445,Adoption
A709451,Transfer
A709452,Transfer
A709458,Transfer
A709460,Relocate
A709461,Adoption
A709464,Return to Owner
A709466,Return to Owner
A709467,Return to Owner
A709467,Return to Owner
A709467,Return to Owner
A709468,Euthanasia
A709469,Adoption
A709470,Adoption
A709471,Adoption
A709472,Rto-Adopt
A709473,Adoption
A709474,Transfer
A709475,Transfer
A709476,Missing
A709477,Transfer
A709478,Euthanasia
A709479,Adoption
A709482,Relocate
A709483,Euthanasia
A709484,Transfer
A709485,Return to Owner
A709485,Rto-Adopt
A709486,Adoption
A709487,Died
A709488,Died
A709489,Euthanasia
A709491,Rto-Adopt
A709493,Transfer
A709503,Rto-Adopt
A709504,Relocate
A709506,Adoption
A709507,Transfer
A709508,Adoption
A709511,Adoption
A709512,Transfer
A709513,Transfer
A709514,Transfer
A709515,Return to Owner
A709515,Missing
A709516,Euthanasia
A709517,Transfer
A709518,Transfer
A709519,Transfer
A709520,Transfer
A709521,Transfer
A709522,Transfer
A709523,Transfer
A709524,Transfer
A709525,Died
A709527,Adoption
A709530,Euthanasia
A709531,Transfer
A709536,Transfer
A709537,Transfer
A709539,Adoption
A709540,Return to Owner
A709541,Adoption
A709542,Transfer
A709543,Transfer
A709546,Relocate
A709547,Died
A709548,Rto-Adopt
A709549,Rto-Adopt
A709553,Transfer
A709553,Adoption
A709554,Adoption
A709558,Transfer
A709566,Adoption
A709568,Rto-Adopt
A709570,Return to Owner
A709577,Died
A709578,Return to Owner
A709580,Return to Owner
A709582,Disposal
A709588,Return to Owner
A709588,Return to Owner
A709593,Died
A709595,Rto-Adopt
A709597,Transfer
A709598,Adoption
A709599,Adoption
A709599,Adoption
A709600,Relocate
A709606,Return to Owner
A709607,Missing
A709609,Adoption
A709610,Relocate
A709611,Transfer
A709613,Return to Owner
A709615,Euthanasia
A709616,Rto-Adopt
A709617,Transfer
A709619,Rto-Adopt
A709620,Transfer
A709621,Transfer
A709622,Died
A709623,Transfer
A709624,Relocate
A709625,Transfer
A709626,Transfer
A709627,Transfer
A709628,Transfer
A709629,Adoption
A709631,Adoption
A709632,Rto-Adopt
A709633,Transfer
A709637,Adoption
A709638,Adoption
A709639,Transfer
A709641,Return to Owner
A709642,Euthanasia
A709643,Died
A709648,Transfer
A709649,Euthanasia
A709650,Transfer
A709651,Missing
A709656,Return to Owner
A709657,Return to Owner
A709658,Return to Owner
A709659,Adoption
A709661,Adoption
A709666,Return to Owner
A709667,Transfer
A709668,Return to Owner
A709673,Euthanasia
A709674,Adoption
A709675,Died
A709676,Adoption
A709677,Adoption
A709678,Transfer
A709678,Return to Owner
A709679,Missing
A709680,Transfer
A709681,Transfer
A709682,Transfer
A709687,Transfer
A709687,Adoption
A709691,Missing
A709693,Euthanasia
A709694,Euthanasia
A709706,Relocate
A709712,Transfer
A709714,Euthanasia
A709715,Relocate
A709716,Transfer
A709717,Transfer
A709717,Adoption
A709719,Adoption
A709720,Died
A709721,Adoption
A709723,Adoption
A709724,Adoption
A709724,Rto-Adopt
A709726,Return to Owner
A709727,Return to Owner
A709729,Transfer
A709743,Transfer
A709744,Rto-Adopt
A709746,Rto-Adopt
A709748,Transfer
A709749,Transfer
A709750,Adoption
A709751,Died
A709752,Rto-Adopt
A709754,Missing
A709755,Died
A709758,Rto-Adopt
A709759,Rto-Adopt
A709760,Return to Owner
A709762,Return to Owner
A709782,Transfer
A709784,Transfer
A709784,Adoption
A709787,Euthanasia
A709791,Euthanasia
A709798,Transfer
A709799,Transfer
A709800,Rto-Adopt
A709803,Euthanasia
A709806,Transfer
A709810,Rto-Adopt
A709811,Died
A709813,Rto-Adopt
A709814,Transfer
A709815,Transfer
A709817,Adoption
A709819,Missing
A709822,Transfer
A709824,Adoption
A709825,Euthanasia
A709826,Relocate
A709830,Relocate
A709832,Adoption
A709833,Died
A709835,Adoption
A709838,Return to Owner
A709839,Transfer
A709840,Missing
A709842,Transfer
A709843,Rto-Adopt
A709846,Adoption
A709847,Transfer
A709852,Euthanasia
A709853,Relocate
A709854,Adoption
A709855,Adoption
A709856,Rto-Adopt
A709857,Adoption
A709858,Transfer
A709859,Return to Owner
A709859,Died
A709862,Missing
A709863,Transfer
A709864,Transfer
A709865,Adoption
A709866,Return to Owner
A709870,Transfer
A709871,Transfer
A709872,Missing
A709873,Return to Owner
A709874,Adoption
A709875,Missing
A709876,Return to Owner
A709877,Adoption
A709878,Relocate
A709879,Return to Owner
A709881,Transfer
A709897,Missing
A709898,Euthanasia
A709904,Return to Owner
A709904,Return to Owner
A709905,Died
A709908,Relocate
A709911,Adoption
A709911,Return to Owner
A709915,Adoption
A709916,Adoption
A709917,Adoption
A709918,Return to Owner
A709918,Return to Owner
A709918,Transfer
A709918,Adoption
A709920,Transfer
A709922,Euthanasia
A709923,Died
A709926,Transfer
A709927,Missing
A709943,Relocate
A709944,Missing
A709945,Rto-Adopt
A709946,Adoption
A709947,Transfer
A709950,Euthanasia
A709952,Return to Owner
A709953,Return to Owner
A709954,Transfer
A709955,Adoption
A709955,Adoption
A709957,Adoption
A709958,Adoption
A709959,Adoption
A709960,Adoption
A709961,Euthanasia
A709962,Transfer
A709963,Adoption
A709964,Adoption
A709965,Adoption
A709966,Transfer
A709967,Adoption
A709968,Transfer
A709970,Transfer
A709971,Return to Owner
A709972,Transfer
A709973,Adoption
A709974,Rto-Adopt
A709975,Missing
A709976,Adoption
A709977,Adoption
A709979,Transfer
A709979,Adoption
A709980,Relocate
A709982,Relocate
A709985,Adoption
A709987,Transfer
A709988,Transfer
A709989,Transfer
A709990,Rto-Adopt
A709991,Transfer
A709993,Adoption
A709994,Euthanasia
A709995,Died
A709995,Return to Owner
A709996,Disposal
A709997,Return to Owner
A709998,Transfer
A709999,Missing
A710000,Died
A710001,Transfer
A710002,Missing
A710003,Transfer
A710004,Adoption
A710005,Adoption
A710006,Transfer
A710007,Transfer
A710013,Missing
A710013,Transfer
A710014,Return to Owner
A710014,Return to Owner
A710015,Return to Owner
A710016,Transfer
A710017,Died
A710018,Rto-Adopt
A710019,Transfer
A710020,Transfer
A710021,Transfer
A710022,Relocate
A710023,Adoption
A710024,Adoption
A710025,Adoption
A710026,Relocate
A710027,Adoption
A710028,Relocate
A710029,Adoption
A710030,Return to Owner
A710030,Adoption
A710031,Died
A710032,Died
A710033,Rto-Adopt
A710034,Transfer
A710035,Transfer
A710036,Transfer
A710037,Adoption
A710038,Relocate
A710039,Transfer
A710040,Transfer
A710043,Transfer
A710045,Return to Owner
A710045,Return to Owner
A710046,Missing
A710047,Rto-Adopt
A710049,Adoption
A710051,Adoption
A710052,Adoption
A710053,Return to Owner
A710054,Return to Owner
A710054,Adoption
A710054,Adoption
A710055,Missing
A710056,Adoption
A710057,Adoption
A710058,Return to Owner
A710058,Rto-Adopt
A710058,Adoption
A710061,Disposal
A710062,Adoption
A710063,Return to Owner
A710064,Euthanasia
A710066,Return to Owner
A710067,Rto-Adopt
A710068,Adoption
A710069,Died
A710070,Died
A710071,Transfer
A710072,Transfer
A710073,Relocate
A710073,Adoption
A710074,Transfer
A710075,Return to Owner
A710078,Transfer
A710079,Died
A710080,Transfer
A710081,Euthanasia
A710082,Euthanasia
A710083,Transfer
A710086,Transfer
A710087,Adoption
A710088,Rto-Adopt
A710089,Relocate
A710089,Adoption
A710090,Adoption
A710091,Adoption
A710093,Euthanasia
A710094,Adoption
A710095,Relocate
A710098,Euthanasia
A710099,Transfer
A710100,Adoption
A710100,Adoption
A710104,Adoption
A710105,Return to Owner
A710106,Adoption
A710107,Adoption
A710108,Adoption
A710110,Died
A710111,Adoption
A710112,Died
A710113,Return to Owner
A710116,Transfer
A710117,Return to Owner
A710118,Euthanasia
A710120,Transfer
A710121,Adoption
A710121,Adoption
A710122,Died
A710123,Return to Owner
A710125,Died
A710126,Return to Owner
A710127,Transfer
A710128,Adoption
A710129,Transfer
A710130,Adoption
A710131,Euthanasia
A710132,Return to Owner
A710133,Adoption
A710134,Transfer
A710135,Transfer
A710136,Relocate
A710136,Adoption
A710137,Rto-Adopt
A710139,Transfer
A710140,Relocate
A710141,Transfer
A710143,Transfer
A710144,Transfer
A710153,Euthanasia
A710156,Return to Owner
A710157,Adoption
A710158,Transfer
A710159,Rto-Adopt
A710159,Missing
A710164,Adoption
A710164,Adoption
A710165,Euthanasia
A710166,Rto-Adopt
A710167,Adoption
A710168,Adoption
A710169,Adoption
A710170,Adoption
A710171,Adoption
A710172,Adoption
A710174,Return to Owner
A710175,Relocate
A710176,Adoption
A710176,Missing
A710177,Rto-Adopt
A710178,Transfer
A710179,Adoption
A710180,Rto-Adopt
A710181,Adoption
A710183,Adoption
A710184,Disposal
A710185,Adoption
A710186,Return to Owner
A710186,Relocate
A710187,Adoption
A710189,Return to Owner
A710189,Return to Owner
A710190,Adoption
A710191,Adoption
A710192,Transfer
A710193,Rto-Adopt
A710194,Adoption
A710195,Transfer
A710196,Euthanasia
A710206,Transfer
A710207,Adoption
A710208,Adoption
A710209,Transfer
A710210,Adoption
A710211,Transfer
A710211,Adoption
A710214,Died
A710215,Adoption
A710216,Adoption
A710219,Missing
A710220,Disposal
A710225,Return to Owner
A710226,Adoption
A710227,Euthanasia
A710237,Return to Owner
A710238,Transfer
A710239,Transfer
A710241,Adoption
A710242,Adoption
A710243,Rto-Adopt
A710244,Rto-Adopt
A710245,Return to Owner
A710246,Adoption
A710247,Transfer
A710248,Return to Owner
A710249,Return to Owner
A710250,Euthanasia
A710251,Transfer
A710252,Adoption
A710253,Transfer
A710254,Adoption
A710255,Euthanasia
A710256,Adoption
A710257,Adoption
A710258,Rto-Adopt
A710259,Adoption
A710260,Adoption
A710261,Rto-Adopt
A710262,Adoption
A710263,Transfer
A710268,Euthanasia
A710270,Euthanasia
A710272,Rto-Adopt
A710273,Transfer
A710274,Transfer
A710274,Died
A710275,Adoption
A710276,Euthanasia
A710277,Transfer
A710278,Died
A710279,Missing
A710280,Adoption
A710281,Adoption
A710281,Died
A710282,Missing
A710283,Adoption
A710284,Adoption
A710285,Transfer
A710286,Rto-Adopt
A710288,Adoption
A710290,Relocate
A710291,Relocate
A710292,Transfer
A710295,Return to Owner
A710295,Transfer
A710296,Adoption
A710302,Return to Owner
A710303,Return to Owner
A710304,Adoption
A710304,Return to Owner
A710305,Transfer
A710306,Adoption
A710307,Adoption
A710308,Return to Owner
A710309,Died
A710310,Transfer
A710311,Died
A710312,Transfer
A710313,Transfer
A710314,Transfer
A710315,Rto-Adopt
A710316,Transfer
A710317,Return to Owner
A710318,Transfer
A710318,Died
A710320,Return to Owner
A710321,Relocate
A710322,Rto-Adopt
A710323,Transfer
A710324,Adoption
A710325,Transfer
A710326,Transfer
A710327,Transfer
A710327,Adoption
A710328,Adoption
A710329,Adoption
A710330,Rto-Adopt
A710332,Relocate
A710333,Transfer
A710334,Transfer
A710335,Died
A710336,Missing
A710337,Adoption
A710339,Adoption
A710340,Adoption
A710342,Transfer
A710343,Adoption
A710344,Relocate
A710345,Transfer
A710346,Euthanasia
A710347,Adoption
A710347,Return to Owner
A710348,Adoption
A710350,Transfer
A710350,Adoption
A710350,Adoption
A710352,Transfer
A710353,Transfer
A710354,Missing
A710355,Transfer
A710356,Transfer
A710357,Euthanasia
A710358,Transfer
A710359,Transfer
A710360,Return to Owner
A710361,Adoption
A710362,Rto-Adopt
A710363,Adoption
A710364,Adoption
A710365,Adoption
A710366,Transfer
A710367,Adoption
A710369,Return to Owner
A710370,Return to Owner
A710371,Transfer
A710372,Transfer
A710373,Adoption
A710374,Transfer
A710375,Transfer
A710377,Adoption
A710378,Adoption
A710379,Transfer
